path,spoof_type,illumination,enviroment,is_fake,quality
real/732_live_040170.jpg,0,0,0,0,-1
real/5923_live_026304.jpg,0,0,0,0,-1
real/283_live_026969.jpg,0,0,0,0,-1
real/5012_live_032851.jpg,0,0,0,0,-1
real/8418_live_018391.jpg,0,0,0,0,-1
real/8438_live_064058.jpg,0,0,0,0,-1
real/4598_live_138896.jpg,0,0,0,0,-1
real/7224_live_081362.jpg,0,0,0,0,-1
real/4868_live_032793.jpg,0,0,0,0,-1
real/4119_live_006563.jpg,0,0,0,0,-1
real/7292_live_043659.jpg,0,0,0,0,-1
real/1684_live_030663.jpg,0,0,0,0,-1
real/4691_live_306928.jpg,0,0,0,0,-1
real/4590_live_285809.jpg,0,0,0,0,-1
real/1943_live_091489.jpg,0,0,0,0,-1
real/9415_live_021201.jpg,0,0,0,0,-1
real/1672_live_076125.jpg,0,0,0,0,-1
real/3575_live_075825.jpg,0,0,0,0,-1
real/4326_live_252894.jpg,0,0,0,0,-1
real/888_live_404902.jpg,0,0,0,0,-1
real/9288_live_045118.jpg,0,0,0,0,-1
real/8939_live_098755.jpg,0,0,0,0,-1
real/1234_live_300886.jpg,0,0,0,0,-1
real/5026_live_091752.jpg,0,0,0,0,-1
real/1069_live_286765.jpg,0,0,0,0,-1
real/9553_live_103083.jpg,0,0,0,0,-1
real/5697_live_248430.jpg,0,0,0,0,-1
real/6688_live_253895.jpg,0,0,0,0,-1
real/4008_live_067291.jpg,0,0,0,0,-1
real/3531_live_058467.jpg,0,0,0,0,-1
real/47_live_060376.jpg,0,0,0,0,-1
real/985_live_100829.jpg,0,0,0,0,-1
real/5530_live_301680.jpg,0,0,0,0,-1
real/5571_live_264821.jpg,0,0,0,0,-1
real/2913_live_266303.jpg,0,0,0,0,-1
real/9151_live_008805.jpg,0,0,0,0,-1
real/4153_live_465068.jpg,0,0,0,0,-1
real/4721_live_434720.jpg,0,0,0,0,-1
real/1420_live_020202.jpg,0,0,0,0,-1
real/2859_live_289195.jpg,0,0,0,0,-1
real/6682_live_080185.jpg,0,0,0,0,-1
real/4406_live_290449.jpg,0,0,0,0,-1
real/2120_live_099426.jpg,0,0,0,0,-1
real/3958_live_071643.jpg,0,0,0,0,-1
real/4988_live_018123.jpg,0,0,0,0,-1
real/4582_live_065291.jpg,0,0,0,0,-1
real/5374_live_092670.jpg,0,0,0,0,-1
real/1862_live_249525.jpg,0,0,0,0,-1
real/6439_live_010226.jpg,0,0,0,0,-1
real/2760_live_074361.jpg,0,0,0,0,-1
real/6718_live_287175.jpg,0,0,0,0,-1
real/1655_live_063295.jpg,0,0,0,0,-1
real/8448_live_305459.jpg,0,0,0,0,-1
real/1948_live_295155.jpg,0,0,0,0,-1
real/414_live_308817.jpg,0,0,0,0,-1
real/5527_live_043834.jpg,0,0,0,0,-1
real/2205_live_288066.jpg,0,0,0,0,-1
real/9023_live_274428.jpg,0,0,0,0,-1
real/3830_live_011339.jpg,0,0,0,0,-1
real/1555_live_007997.jpg,0,0,0,0,-1
real/4096_live_288972.jpg,0,0,0,0,-1
real/7874_live_046596.jpg,0,0,0,0,-1
real/7041_live_078499.jpg,0,0,0,0,-1
real/10119_live_128715.jpg,0,0,0,0,-1
real/6684_live_051160.jpg,0,0,0,0,-1
real/2731_live_048709.jpg,0,0,0,0,-1
real/7218_live_050775.jpg,0,0,0,0,-1
real/839_live_074543.jpg,0,0,0,0,-1
real/8546_live_010420.jpg,0,0,0,0,-1
real/8907_live_448307.jpg,0,0,0,0,-1
real/3516_live_091469.jpg,0,0,0,0,-1
real/1273_live_289665.jpg,0,0,0,0,-1
real/3742_live_020914.jpg,0,0,0,0,-1
real/7817_live_030964.jpg,0,0,0,0,-1
real/3193_live_296139.jpg,0,0,0,0,-1
real/92_live_453156.jpg,0,0,0,0,-1
real/3304_live_022254.jpg,0,0,0,0,-1
real/5167_live_306414.jpg,0,0,0,0,-1
real/7809_live_256242.jpg,0,0,0,0,-1
real/1216_live_063339.jpg,0,0,0,0,-1
real/4546_live_305269.jpg,0,0,0,0,-1
real/147_live_264236.jpg,0,0,0,0,-1
real/3987_live_313311.jpg,0,0,0,0,-1
real/10016_live_263632.jpg,0,0,0,0,-1
real/8080_live_454678.jpg,0,0,0,0,-1
real/7784_live_263218.jpg,0,0,0,0,-1
real/9698_live_469321.jpg,0,0,0,0,-1
real/250_live_075519.jpg,0,0,0,0,-1
real/1420_live_252838.jpg,0,0,0,0,-1
real/5350_live_203043.jpg,0,0,0,0,-1
real/3712_live_185506.jpg,0,0,0,0,-1
real/4328_live_264879.jpg,0,0,0,0,-1
real/4935_live_003014.jpg,0,0,0,0,-1
real/7110_live_268621.jpg,0,0,0,0,-1
real/5179_live_036626.jpg,0,0,0,0,-1
real/1910_live_040123.jpg,0,0,0,0,-1
real/8855_live_261003.jpg,0,0,0,0,-1
real/3131_live_314738.jpg,0,0,0,0,-1
real/323_live_069602.jpg,0,0,0,0,-1
real/6662_live_101504.jpg,0,0,0,0,-1
real/5788_live_096730.jpg,0,0,0,0,-1
real/6318_live_008728.jpg,0,0,0,0,-1
real/5472_live_261134.jpg,0,0,0,0,-1
real/6636_live_287064.jpg,0,0,0,0,-1
real/7582_live_289291.jpg,0,0,0,0,-1
real/2824_live_078642.jpg,0,0,0,0,-1
real/2262_live_053561.jpg,0,0,0,0,-1
real/4435_live_304127.jpg,0,0,0,0,-1
real/4102_live_007806.jpg,0,0,0,0,-1
real/5747_live_056024.jpg,0,0,0,0,-1
real/3807_live_442169.jpg,0,0,0,0,-1
real/4501_live_094235.jpg,0,0,0,0,-1
real/7169_live_020909.jpg,0,0,0,0,-1
real/7924_live_073550.jpg,0,0,0,0,-1
real/7252_live_095532.jpg,0,0,0,0,-1
real/9296_live_312848.jpg,0,0,0,0,-1
real/4610_live_053928.jpg,0,0,0,0,-1
real/515_live_077596.jpg,0,0,0,0,-1
real/1994_live_042596.jpg,0,0,0,0,-1
real/2447_live_070373.jpg,0,0,0,0,-1
real/5041_live_095074.jpg,0,0,0,0,-1
real/8135_live_247753.jpg,0,0,0,0,-1
real/3845_live_077625.jpg,0,0,0,0,-1
real/474_live_086582.jpg,0,0,0,0,-1
real/1975_live_040005.jpg,0,0,0,0,-1
real/800_live_034032.jpg,0,0,0,0,-1
real/5183_live_346013.jpg,0,0,0,0,-1
real/221_live_075880.jpg,0,0,0,0,-1
real/7811_live_279345.jpg,0,0,0,0,-1
real/5077_live_099101.jpg,0,0,0,0,-1
real/5142_live_067781.jpg,0,0,0,0,-1
real/2580_live_055245.jpg,0,0,0,0,-1
real/3432_live_295121.jpg,0,0,0,0,-1
real/5188_live_022058.jpg,0,0,0,0,-1
real/9525_live_005984.jpg,0,0,0,0,-1
real/894_live_273840.jpg,0,0,0,0,-1
real/7873_live_036981.jpg,0,0,0,0,-1
real/8888_live_269705.jpg,0,0,0,0,-1
real/2139_live_026150.jpg,0,0,0,0,-1
real/2443_live_002725.jpg,0,0,0,0,-1
real/6051_live_073089.jpg,0,0,0,0,-1
real/743_live_411861.jpg,0,0,0,0,-1
real/5777_live_317136.jpg,0,0,0,0,-1
real/6983_live_076678.jpg,0,0,0,0,-1
real/9167_live_095838.jpg,0,0,0,0,-1
real/895_live_304646.jpg,0,0,0,0,-1
real/2198_live_286191.jpg,0,0,0,0,-1
real/8401_live_010157.jpg,0,0,0,0,-1
real/110_live_285334.jpg,0,0,0,0,-1
real/7284_live_304213.jpg,0,0,0,0,-1
real/8341_live_258833.jpg,0,0,0,0,-1
real/5566_live_257014.jpg,0,0,0,0,-1
real/3790_live_052654.jpg,0,0,0,0,-1
real/6576_live_045231.jpg,0,0,0,0,-1
real/1218_live_039587.jpg,0,0,0,0,-1
real/4527_live_278892.jpg,0,0,0,0,-1
real/2689_live_304437.jpg,0,0,0,0,-1
real/2533_live_065068.jpg,0,0,0,0,-1
real/4032_live_316366.jpg,0,0,0,0,-1
real/288_live_271849.jpg,0,0,0,0,-1
real/2143_live_267333.jpg,0,0,0,0,-1
real/7486_live_251408.jpg,0,0,0,0,-1
real/3317_live_257453.jpg,0,0,0,0,-1
real/7025_live_016562.jpg,0,0,0,0,-1
real/4554_live_093248.jpg,0,0,0,0,-1
real/691_live_310879.jpg,0,0,0,0,-1
real/8905_live_048032.jpg,0,0,0,0,-1
real/9685_live_317140.jpg,0,0,0,0,-1
real/8020_live_078197.jpg,0,0,0,0,-1
real/2707_live_283373.jpg,0,0,0,0,-1
real/8120_live_314507.jpg,0,0,0,0,-1
real/7924_live_093892.jpg,0,0,0,0,-1
real/5008_live_098972.jpg,0,0,0,0,-1
real/2954_live_082490.jpg,0,0,0,0,-1
real/6100_live_080373.jpg,0,0,0,0,-1
real/3871_live_287628.jpg,0,0,0,0,-1
real/2833_live_264653.jpg,0,0,0,0,-1
real/7417_live_363694.jpg,0,0,0,0,-1
real/328_live_067138.jpg,0,0,0,0,-1
real/5833_live_317324.jpg,0,0,0,0,-1
real/784_live_012206.jpg,0,0,0,0,-1
real/843_live_294493.jpg,0,0,0,0,-1
real/4109_live_254650.jpg,0,0,0,0,-1
real/1493_live_298171.jpg,0,0,0,0,-1
real/1629_live_032649.jpg,0,0,0,0,-1
real/4157_live_279190.jpg,0,0,0,0,-1
real/1513_live_088863.jpg,0,0,0,0,-1
real/7318_live_053331.jpg,0,0,0,0,-1
real/5141_live_058663.jpg,0,0,0,0,-1
real/8670_live_298730.jpg,0,0,0,0,-1
real/2075_live_431466.jpg,0,0,0,0,-1
real/9277_live_277090.jpg,0,0,0,0,-1
real/201_live_058568.jpg,0,0,0,0,-1
real/1374_live_075772.jpg,0,0,0,0,-1
real/8158_live_097459.jpg,0,0,0,0,-1
real/10073_live_410572.jpg,0,0,0,0,-1
real/8742_live_307677.jpg,0,0,0,0,-1
real/3171_live_257147.jpg,0,0,0,0,-1
real/4631_live_463700.jpg,0,0,0,0,-1
real/4794_live_008977.jpg,0,0,0,0,-1
real/3968_live_067068.jpg,0,0,0,0,-1
real/1609_live_099237.jpg,0,0,0,0,-1
real/6716_live_302596.jpg,0,0,0,0,-1
real/8914_live_069400.jpg,0,0,0,0,-1
real/7274_live_141177.jpg,0,0,0,0,-1
real/70_live_265290.jpg,0,0,0,0,-1
real/9845_live_240218.jpg,0,0,0,0,-1
real/4985_live_283734.jpg,0,0,0,0,-1
real/8486_live_299710.jpg,0,0,0,0,-1
real/7588_live_265579.jpg,0,0,0,0,-1
real/6858_live_255909.jpg,0,0,0,0,-1
real/1840_live_013029.jpg,0,0,0,0,-1
real/9302_live_049089.jpg,0,0,0,0,-1
real/6114_live_098743.jpg,0,0,0,0,-1
real/9914_live_057891.jpg,0,0,0,0,-1
real/648_live_278911.jpg,0,0,0,0,-1
real/2353_live_088537.jpg,0,0,0,0,-1
real/3060_live_046396.jpg,0,0,0,0,-1
real/8225_live_312552.jpg,0,0,0,0,-1
real/544_live_012255.jpg,0,0,0,0,-1
real/6894_live_076556.jpg,0,0,0,0,-1
real/4596_live_106338.jpg,0,0,0,0,-1
real/212_live_282515.jpg,0,0,0,0,-1
real/3485_live_066746.jpg,0,0,0,0,-1
real/8086_live_098632.jpg,0,0,0,0,-1
real/2236_live_335042.jpg,0,0,0,0,-1
real/10015_live_024919.jpg,0,0,0,0,-1
real/946_live_306728.jpg,0,0,0,0,-1
real/6065_live_085506.jpg,0,0,0,0,-1
real/1445_live_290170.jpg,0,0,0,0,-1
real/2230_live_007547.jpg,0,0,0,0,-1
real/2976_live_265308.jpg,0,0,0,0,-1
real/7006_live_070865.jpg,0,0,0,0,-1
real/1731_live_261768.jpg,0,0,0,0,-1
real/8864_live_017169.jpg,0,0,0,0,-1
real/8419_live_292617.jpg,0,0,0,0,-1
real/8127_live_039446.jpg,0,0,0,0,-1
real/2171_live_287848.jpg,0,0,0,0,-1
real/9748_live_097629.jpg,0,0,0,0,-1
real/2358_live_286386.jpg,0,0,0,0,-1
real/2229_live_100131.jpg,0,0,0,0,-1
real/8498_live_322346.jpg,0,0,0,0,-1
real/1865_live_086295.jpg,0,0,0,0,-1
real/6636_live_249619.jpg,0,0,0,0,-1
real/4573_live_156811.jpg,0,0,0,0,-1
real/1361_live_106182.jpg,0,0,0,0,-1
real/3337_live_049374.jpg,0,0,0,0,-1
real/5919_live_275385.jpg,0,0,0,0,-1
real/1424_live_011236.jpg,0,0,0,0,-1
real/3317_live_277669.jpg,0,0,0,0,-1
real/9374_live_328111.jpg,0,0,0,0,-1
real/10023_live_034898.jpg,0,0,0,0,-1
real/1786_live_002993.jpg,0,0,0,0,-1
real/3652_live_063304.jpg,0,0,0,0,-1
real/3688_live_265011.jpg,0,0,0,0,-1
real/5628_live_014781.jpg,0,0,0,0,-1
real/1258_live_018906.jpg,0,0,0,0,-1
real/6630_live_032281.jpg,0,0,0,0,-1
real/7881_live_044610.jpg,0,0,0,0,-1
real/164_live_314435.jpg,0,0,0,0,-1
real/3546_live_250734.jpg,0,0,0,0,-1
real/6371_live_081167.jpg,0,0,0,0,-1
real/923_live_070425.jpg,0,0,0,0,-1
real/6510_live_011841.jpg,0,0,0,0,-1
real/3715_live_294245.jpg,0,0,0,0,-1
real/8291_live_042705.jpg,0,0,0,0,-1
real/1910_live_026872.jpg,0,0,0,0,-1
real/4265_live_015377.jpg,0,0,0,0,-1
real/936_live_316716.jpg,0,0,0,0,-1
real/5254_live_055365.jpg,0,0,0,0,-1
real/9015_live_014815.jpg,0,0,0,0,-1
real/5885_live_250113.jpg,0,0,0,0,-1
real/3465_live_007924.jpg,0,0,0,0,-1
real/7221_live_268393.jpg,0,0,0,0,-1
real/9028_live_049914.jpg,0,0,0,0,-1
real/1596_live_262763.jpg,0,0,0,0,-1
real/5318_live_277942.jpg,0,0,0,0,-1
real/6023_live_031295.jpg,0,0,0,0,-1
real/7711_live_289391.jpg,0,0,0,0,-1
real/5321_live_088263.jpg,0,0,0,0,-1
real/3123_live_270531.jpg,0,0,0,0,-1
real/1147_live_009013.jpg,0,0,0,0,-1
real/8579_live_253182.jpg,0,0,0,0,-1
real/3833_live_088152.jpg,0,0,0,0,-1
real/7304_live_278172.jpg,0,0,0,0,-1
real/42_live_000894.jpg,0,0,0,0,-1
real/4546_live_251893.jpg,0,0,0,0,-1
real/2514_live_247589.jpg,0,0,0,0,-1
real/8528_live_272571.jpg,0,0,0,0,-1
real/10037_live_090729.jpg,0,0,0,0,-1
real/7001_live_086712.jpg,0,0,0,0,-1
real/9972_live_114535.jpg,0,0,0,0,-1
real/2748_live_085283.jpg,0,0,0,0,-1
real/6059_live_026425.jpg,0,0,0,0,-1
real/1710_live_261447.jpg,0,0,0,0,-1
real/9785_live_105666.jpg,0,0,0,0,-1
real/2063_live_265587.jpg,0,0,0,0,-1
real/824_live_337331.jpg,0,0,0,0,-1
real/10103_live_044478.jpg,0,0,0,0,-1
real/7081_live_444932.jpg,0,0,0,0,-1
real/7633_live_088647.jpg,0,0,0,0,-1
real/3120_live_075501.jpg,0,0,0,0,-1
real/6452_live_011021.jpg,0,0,0,0,-1
real/4745_live_062827.jpg,0,0,0,0,-1
real/4484_live_007200.jpg,0,0,0,0,-1
real/7158_live_197148.jpg,0,0,0,0,-1
real/2918_live_093841.jpg,0,0,0,0,-1
real/5522_live_005805.jpg,0,0,0,0,-1
real/8378_live_268217.jpg,0,0,0,0,-1
real/8876_live_080533.jpg,0,0,0,0,-1
real/7110_live_008486.jpg,0,0,0,0,-1
real/2173_live_306060.jpg,0,0,0,0,-1
real/9212_live_078651.jpg,0,0,0,0,-1
real/3957_live_068714.jpg,0,0,0,0,-1
real/9390_live_035638.jpg,0,0,0,0,-1
real/5479_live_268673.jpg,0,0,0,0,-1
real/4922_live_022005.jpg,0,0,0,0,-1
real/4428_live_001688.jpg,0,0,0,0,-1
real/5142_live_009757.jpg,0,0,0,0,-1
real/7210_live_056458.jpg,0,0,0,0,-1
real/3004_live_251884.jpg,0,0,0,0,-1
real/9211_live_103667.jpg,0,0,0,0,-1
real/8807_live_102193.jpg,0,0,0,0,-1
real/6556_live_312056.jpg,0,0,0,0,-1
real/1599_live_058583.jpg,0,0,0,0,-1
real/51_live_074657.jpg,0,0,0,0,-1
real/9504_live_054888.jpg,0,0,0,0,-1
real/1263_live_054631.jpg,0,0,0,0,-1
real/8897_live_262890.jpg,0,0,0,0,-1
real/5802_live_005935.jpg,0,0,0,0,-1
real/6241_live_003491.jpg,0,0,0,0,-1
real/1166_live_253733.jpg,0,0,0,0,-1
real/1800_live_043027.jpg,0,0,0,0,-1
real/7973_live_268872.jpg,0,0,0,0,-1
real/7393_live_091588.jpg,0,0,0,0,-1
real/6170_live_062594.jpg,0,0,0,0,-1
real/5703_live_250618.jpg,0,0,0,0,-1
real/5427_live_054705.jpg,0,0,0,0,-1
real/7938_live_298392.jpg,0,0,0,0,-1
real/1270_live_369910.jpg,0,0,0,0,-1
real/6043_live_251074.jpg,0,0,0,0,-1
real/6334_live_005168.jpg,0,0,0,0,-1
real/8559_live_027104.jpg,0,0,0,0,-1
real/6347_live_012207.jpg,0,0,0,0,-1
real/1559_live_042558.jpg,0,0,0,0,-1
real/7139_live_310853.jpg,0,0,0,0,-1
real/3638_live_277325.jpg,0,0,0,0,-1
real/8240_live_019211.jpg,0,0,0,0,-1
real/7604_live_009844.jpg,0,0,0,0,-1
real/1373_live_101495.jpg,0,0,0,0,-1
real/9337_live_042388.jpg,0,0,0,0,-1
real/1628_live_103459.jpg,0,0,0,0,-1
real/2624_live_023372.jpg,0,0,0,0,-1
real/7383_live_038205.jpg,0,0,0,0,-1
real/3103_live_472863.jpg,0,0,0,0,-1
real/3326_live_308760.jpg,0,0,0,0,-1
real/8677_live_454415.jpg,0,0,0,0,-1
real/477_live_248141.jpg,0,0,0,0,-1
real/4166_live_248385.jpg,0,0,0,0,-1
real/3342_live_015371.jpg,0,0,0,0,-1
real/3047_live_306325.jpg,0,0,0,0,-1
real/5657_live_084917.jpg,0,0,0,0,-1
real/2260_live_042045.jpg,0,0,0,0,-1
real/5398_live_276895.jpg,0,0,0,0,-1
real/5639_live_086808.jpg,0,0,0,0,-1
real/5761_live_245289.jpg,0,0,0,0,-1
real/1611_live_061612.jpg,0,0,0,0,-1
real/9828_live_074780.jpg,0,0,0,0,-1
real/8704_live_473410.jpg,0,0,0,0,-1
real/9177_live_085892.jpg,0,0,0,0,-1
real/7775_live_034285.jpg,0,0,0,0,-1
real/9610_live_073640.jpg,0,0,0,0,-1
real/7716_live_231418.jpg,0,0,0,0,-1
real/9706_live_037460.jpg,0,0,0,0,-1
real/1683_live_043336.jpg,0,0,0,0,-1
real/9390_live_046143.jpg,0,0,0,0,-1
real/8310_live_299016.jpg,0,0,0,0,-1
real/4953_live_252924.jpg,0,0,0,0,-1
real/1352_live_308566.jpg,0,0,0,0,-1
real/9155_live_071399.jpg,0,0,0,0,-1
real/3209_live_267722.jpg,0,0,0,0,-1
real/4473_live_095704.jpg,0,0,0,0,-1
real/5211_live_068109.jpg,0,0,0,0,-1
real/1172_live_053758.jpg,0,0,0,0,-1
real/6392_live_011681.jpg,0,0,0,0,-1
real/3960_live_271355.jpg,0,0,0,0,-1
real/825_live_277579.jpg,0,0,0,0,-1
real/2093_live_039793.jpg,0,0,0,0,-1
real/130_live_092389.jpg,0,0,0,0,-1
real/4970_live_036930.jpg,0,0,0,0,-1
real/5806_live_032537.jpg,0,0,0,0,-1
real/7524_live_021427.jpg,0,0,0,0,-1
real/7080_live_296569.jpg,0,0,0,0,-1
real/3834_live_281653.jpg,0,0,0,0,-1
real/9441_live_084524.jpg,0,0,0,0,-1
real/4962_live_032429.jpg,0,0,0,0,-1
real/3602_live_105741.jpg,0,0,0,0,-1
real/1706_live_096334.jpg,0,0,0,0,-1
real/7682_live_278792.jpg,0,0,0,0,-1
real/7264_live_269645.jpg,0,0,0,0,-1
real/10030_live_313345.jpg,0,0,0,0,-1
real/8665_live_031679.jpg,0,0,0,0,-1
real/1533_live_253373.jpg,0,0,0,0,-1
real/8874_live_081550.jpg,0,0,0,0,-1
real/4502_live_086149.jpg,0,0,0,0,-1
real/6420_live_061801.jpg,0,0,0,0,-1
real/4309_live_074133.jpg,0,0,0,0,-1
real/9399_live_273248.jpg,0,0,0,0,-1
real/1668_live_042196.jpg,0,0,0,0,-1
real/8848_live_294020.jpg,0,0,0,0,-1
real/7915_live_084412.jpg,0,0,0,0,-1
real/6965_live_082032.jpg,0,0,0,0,-1
real/4895_live_003292.jpg,0,0,0,0,-1
real/2110_live_473097.jpg,0,0,0,0,-1
real/2285_live_301063.jpg,0,0,0,0,-1
real/4987_live_012539.jpg,0,0,0,0,-1
real/1356_live_038420.jpg,0,0,0,0,-1
real/1021_live_316686.jpg,0,0,0,0,-1
real/458_live_306004.jpg,0,0,0,0,-1
real/4090_live_059256.jpg,0,0,0,0,-1
real/3101_live_314567.jpg,0,0,0,0,-1
real/660_live_306714.jpg,0,0,0,0,-1
real/5312_live_313845.jpg,0,0,0,0,-1
real/1696_live_095044.jpg,0,0,0,0,-1
real/8358_live_008558.jpg,0,0,0,0,-1
real/3401_live_054388.jpg,0,0,0,0,-1
real/3398_live_086400.jpg,0,0,0,0,-1
real/2048_live_254028.jpg,0,0,0,0,-1
real/8452_live_289995.jpg,0,0,0,0,-1
real/6168_live_070120.jpg,0,0,0,0,-1
real/1062_live_271767.jpg,0,0,0,0,-1
real/4603_live_034356.jpg,0,0,0,0,-1
real/4924_live_482137.jpg,0,0,0,0,-1
real/5119_live_030567.jpg,0,0,0,0,-1
real/2644_live_100252.jpg,0,0,0,0,-1
real/5839_live_307853.jpg,0,0,0,0,-1
real/8488_live_013274.jpg,0,0,0,0,-1
real/8639_live_014613.jpg,0,0,0,0,-1
real/2515_live_313728.jpg,0,0,0,0,-1
real/5018_live_309396.jpg,0,0,0,0,-1
real/8388_live_051985.jpg,0,0,0,0,-1
real/1219_live_293777.jpg,0,0,0,0,-1
real/7265_live_273756.jpg,0,0,0,0,-1
real/9027_live_022619.jpg,0,0,0,0,-1
real/8702_live_049338.jpg,0,0,0,0,-1
real/9267_live_052390.jpg,0,0,0,0,-1
real/64_live_025533.jpg,0,0,0,0,-1
real/6996_live_064548.jpg,0,0,0,0,-1
real/5436_live_264713.jpg,0,0,0,0,-1
real/167_live_097289.jpg,0,0,0,0,-1
real/1887_live_286007.jpg,0,0,0,0,-1
real/5489_live_073895.jpg,0,0,0,0,-1
real/1390_live_287400.jpg,0,0,0,0,-1
real/7587_live_079531.jpg,0,0,0,0,-1
real/7835_live_302303.jpg,0,0,0,0,-1
real/9754_live_031777.jpg,0,0,0,0,-1
real/3699_live_260239.jpg,0,0,0,0,-1
real/6942_live_261783.jpg,0,0,0,0,-1
real/3478_live_279373.jpg,0,0,0,0,-1
real/5967_live_259870.jpg,0,0,0,0,-1
real/1168_live_014969.jpg,0,0,0,0,-1
real/2997_live_097734.jpg,0,0,0,0,-1
real/2174_live_014324.jpg,0,0,0,0,-1
real/5491_live_034997.jpg,0,0,0,0,-1
real/6256_live_047875.jpg,0,0,0,0,-1
real/7413_live_070721.jpg,0,0,0,0,-1
real/687_live_017408.jpg,0,0,0,0,-1
real/1041_live_017849.jpg,0,0,0,0,-1
real/4702_live_063793.jpg,0,0,0,0,-1
real/3477_live_438358.jpg,0,0,0,0,-1
real/9748_live_249733.jpg,0,0,0,0,-1
real/2261_live_071562.jpg,0,0,0,0,-1
real/2190_live_079368.jpg,0,0,0,0,-1
real/5008_live_253855.jpg,0,0,0,0,-1
real/1387_live_289431.jpg,0,0,0,0,-1
real/492_live_031804.jpg,0,0,0,0,-1
real/4450_live_078249.jpg,0,0,0,0,-1
real/8247_live_304358.jpg,0,0,0,0,-1
real/6273_live_098383.jpg,0,0,0,0,-1
real/855_live_299464.jpg,0,0,0,0,-1
real/831_live_075735.jpg,0,0,0,0,-1
real/9733_live_296397.jpg,0,0,0,0,-1
real/4937_live_292875.jpg,0,0,0,0,-1
real/6701_live_080445.jpg,0,0,0,0,-1
real/9720_live_307642.jpg,0,0,0,0,-1
real/2323_live_084508.jpg,0,0,0,0,-1
real/1326_live_030482.jpg,0,0,0,0,-1
real/9317_live_011844.jpg,0,0,0,0,-1
real/7514_live_059002.jpg,0,0,0,0,-1
real/3695_live_274073.jpg,0,0,0,0,-1
real/10023_live_255388.jpg,0,0,0,0,-1
real/3216_live_078530.jpg,0,0,0,0,-1
real/5411_live_317125.jpg,0,0,0,0,-1
real/69_live_275432.jpg,0,0,0,0,-1
real/4258_live_037164.jpg,0,0,0,0,-1
real/7075_live_084464.jpg,0,0,0,0,-1
real/8682_live_283988.jpg,0,0,0,0,-1
real/36_live_040997.jpg,0,0,0,0,-1
real/6361_live_001682.jpg,0,0,0,0,-1
real/9954_live_045449.jpg,0,0,0,0,-1
real/1490_live_089135.jpg,0,0,0,0,-1
